parsed_from,year,month,region,median,mean,modal
https://gorodrabot.ru/salary?y=2024&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%83%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA,2024,сентябрь,ульяновск,40000.0,57703.0,40000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%83%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA,2023,сентябрь,ульяновск,36000.0,62268.0,40000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%83%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA,2023,ноябрь,ульяновск,35000.0,61098.0,40000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%BC%D0%B0%D0%B9&l=%D1%83%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA,2022,май,ульяновск,30000.0,45852.0,30000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D1%83%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA,2022,январь,ульяновск,30000.0,43183.0,30000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D1%83%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA,2022,июль,ульяновск,30000.0,47794.0,30000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2024,сентябрь,иркутск,40000.0,74376.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2024,январь,иркутск,40000.0,68553.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2022,январь,иркутск,33450.0,53843.0,30000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BC%D0%B0%D1%80%D1%82&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2024,март,иркутск,40000.0,74376.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2023,июль,иркутск,40000.0,63492.0,40000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2023,ноябрь,иркутск,40000.0,65459.0,40000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2023,сентябрь,иркутск,40000.0,65876.0,40000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2024,июль,иркутск,40000.0,74376.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2022,июль,иркутск,35000.0,58663.0,30000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%BC%D0%B0%D0%B9&l=%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA,2022,май,иркутск,35000.0,57172.0,30000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2024,январь,владивосток,45000.0,66904.0,60000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BC%D0%B0%D1%80%D1%82&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2024,март,владивосток,46000.0,71818.0,60000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2024,июль,владивосток,46000.0,71818.0,60000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2023,ноябрь,владивосток,45000.0,67807.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2024,сентябрь,владивосток,46000.0,71818.0,60000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2023,июль,владивосток,42300.0,63466.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2023,сентябрь,владивосток,45000.0,68328.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2022,июль,владивосток,40000.0,56883.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2024,январь,ярославль,40000.0,58753.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2024,июль,ярославль,40000.0,56969.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%BC%D0%B0%D0%B9&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2022,май,владивосток,40000.0,55385.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BC%D0%B0%D1%80%D1%82&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2024,март,ярославль,40000.0,56969.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA,2022,январь,владивосток,37000.0,51602.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2023,июль,ярославль,35600.0,58075.0,40000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2023,сентябрь,ярославль,37900.0,61325.0,40000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2022,январь,ярославль,30000.0,42225.0,30000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2024,сентябрь,ярославль,40000.0,56969.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2023,ноябрь,ярославль,40000.0,60523.0,40000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2024,июль,севастополь,39000.0,52394.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2022,июль,ярославль,32000.0,45468.0,30000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2024,январь,севастополь,35000.0,49684.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BC%D0%B0%D1%80%D1%82&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2024,март,севастополь,39000.0,52394.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%BC%D0%B0%D0%B9&l=%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C,2022,май,ярославль,30700.0,43128.0,30000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2023,июль,севастополь,35000.0,48687.0,40000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2024,сентябрь,севастополь,39000.0,52394.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2023,ноябрь,севастополь,36000.0,50658.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2022,январь,севастополь,32000.0,37743.0,30000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2023,сентябрь,севастополь,35000.0,49749.0,40000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%BC%D0%B0%D0%B9&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2022,май,севастополь,35000.0,40407.0,30000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BB%D1%8C&l=%D1%81%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C,2022,июль,севастополь,34000.0,41439.0,30000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2024,февраль,санкт-петербург,50000.0,68776.0,60000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2024,апрель,санкт-петербург,50000.0,72156.0,60000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2024,август,санкт-петербург,50000.0,72156.0,60000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2022,февраль,санкт-петербург,43600.0,56725.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2023,декабрь,санкт-петербург,48000.0,64976.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2023,октябрь,санкт-петербург,45500.0,63522.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2023,август,санкт-петербург,45000.0,62346.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2024,октябрь,санкт-петербург,50000.0,72156.0,60000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2022,август,санкт-петербург,44000.0,55474.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BD%D1%8C&l=%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3,2022,июнь,санкт-петербург,42500.0,55199.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2023,август,новосибирск,40000.0,60554.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2024,октябрь,новосибирск,45000.0,65017.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2024,апрель,новосибирск,45000.0,65017.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2024,февраль,новосибирск,42000.0,61913.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2023,октябрь,новосибирск,40000.0,60053.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2024,август,новосибирск,45000.0,65017.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2022,февраль,новосибирск,35000.0,47856.0,30000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2023,декабрь,новосибирск,40000.0,60793.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2022,август,новосибирск,35000.0,47584.0,30000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2024,август,екатеринбург,45000.0,65173.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2024,апрель,екатеринбург,45000.0,65173.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2024,февраль,екатеринбург,43800.0,62471.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BD%D1%8C&l=%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA,2022,июнь,новосибирск,35000.0,46671.0,30000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2023,август,екатеринбург,40000.0,61847.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2023,декабрь,екатеринбург,42000.0,62008.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2024,октябрь,екатеринбург,45000.0,65173.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2023,октябрь,екатеринбург,40000.0,61784.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BD%D1%8C&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2022,июнь,екатеринбург,35000.0,48846.0,30000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2022,февраль,екатеринбург,35000.0,48595.0,40000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3,2022,август,екатеринбург,36000.0,50144.0,40000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2024,апрель,казань,45000.0,65831.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2024,август,казань,45000.0,65831.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2024,февраль,казань,43000.0,64124.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2024,октябрь,казань,45000.0,65831.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2023,август,казань,40000.0,63936.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2022,февраль,казань,35000.0,47173.0,30000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2023,декабрь,казань,42000.0,64037.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2023,октябрь,казань,40000.0,64407.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2022,август,казань,35000.0,49329.0,40000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2024,февраль,нижний новгород,43000.0,61201.0,50000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2023,август,нижний новгород,40000.0,62150.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2024,октябрь,нижний новгород,45000.0,62904.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2024,апрель,нижний новгород,45000.0,62904.0,50000.0
https://gorodrabot.ru/salary?y=2024&mnt=%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2024,август,нижний новгород,45000.0,62904.0,50000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BD%D1%8C&l=%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C,2022,июнь,казань,35000.0,47639.0,30000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D0%B8%D1%8E%D0%BD%D1%8C&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2022,июнь,нижний новгород,33000.0,43708.0,30000.0
https://gorodrabot.ru/salary?y=2022&mnt=%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2022,февраль,нижний новгород,35000.0,43776.0,30000.0
https://gorodrabot.ru/salary?y=2023&mnt=%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C&l=%D0%BD%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9+%D0%BD%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4,2023,декабрь,нижний новгород,41000.0,61835.0,50000.0
